-5.261951026826313521e-02,-8.847568456585064300e-02
6.396389856166313781e-02,-6.095437614632723961e-02
5.708161255273975360e-03,5.840623819137451961e-02
-2.435705227808366430e-02,-4.430656473645938620e-02
-4.053091339042153712e-03,3.030241268512419255e-03
-2.895594815338421377e-02,2.182582853908773737e-03
4.625290208405571923e-02,8.899774211322046547e-02
7.227025201639612761e-02,-6.559226387547371397e-03
4.162276006724906913e-02,3.885355296728309343e-02
-1.089331897970262711e-02,-4.943325030113174257e-02
9.500148517751764998e-02,3.611318118144009629e-04
6.956219798746500482e-02,-6.152135111178635291e-02
3.063664851129135197e-02,9.565585580352847089e-03
3.534867349965119254e-02,-7.587935456178257487e-02
8.047376565889929889e-02,-5.705075448906306301e-02
-1.599092087632261738e-02,2.028782411226775703e-02
6.569478223909780423e-02,-2.944426104330654867e-02
-8.720943450217227833e-02,1.051179452054346181e-01
1.883607909596691707e-02,-2.377955680431598218e-02
6.313816451351991765e-02,-5.853970169297170040e-02
4.905244247525356732e-02,1.907763446327136736e-01
1.428630395239352813e-01,-4.421138944018415673e-02
-1.105522781028720897e-01,9.659692733862551561e-03
9.128653211984322224e-02,-4.107135923836632146e-02
-4.545996888237738287e-02,7.389037851451128562e-03
-4.350086851405047389e-02,-9.841926358299919742e-02
1.181093516944014925e-02,1.399063196675965140e-02
-5.285580857887984402e-02,1.354991398061812296e-03
1.773816384942663096e-02,1.337582460582173970e-02
-3.496191500222262539e-03,-4.187669236962023034e-02
-1.016615308260500894e-01,7.530996948791017845e-03
3.883010997828384436e-02,3.433660011476716983e-03
-5.428604907274860343e-03,-1.044840840876572891e-02
-1.455871982600271709e-02,-4.381165321034707731e-04
2.931398957712893702e-02,3.557358177359529888e-02
2.835486793986017121e-02,-7.199089812228424978e-02
-5.178107636602146541e-02,-2.952492459032082014e-04
-3.471209452472177187e-02,-5.349936547298310419e-02
-6.752953886607057643e-02,-5.726486391312055058e-02
-6.358851148075742032e-02,6.065579821229542812e-02
-3.168139660988152084e-02,1.733190696940108827e-02
3.412056010026317393e-02,-8.228957966726398177e-02
-9.484129685704483642e-03,8.173456821384121607e-02
2.920930010030284405e-04,3.952774708466716413e-02
-2.902557374618898109e-02,9.267255622375836915e-03
-4.004130303597180224e-02,2.216475683234860397e-02
6.871699756442405105e-02,-6.032205357168324983e-02
-5.288791467308878377e-03,-2.315408744809293456e-02
-8.510246978072026625e-02,2.509673628813694629e-02
1.470511811028181286e-02,-4.528779737106177448e-03
-1.023946050513765554e-01,5.867248107896481935e-02
-2.114171726074922514e-02,2.557313573502571075e-02
9.885283502247052892e-03,-8.480445928685881318e-02
-8.358023154352997586e-02,-8.196551070928334570e-02
-4.252976317915873467e-02,4.357029063357834714e-02
-2.515079015229063422e-02,1.109789483624289141e-01
-9.354738970130779818e-02,-7.182282075015081202e-02
-2.267693458084889604e-02,-5.092696175633905364e-02
-7.517026155518288788e-02,-1.439569048575212520e-02
-3.672531877230373470e-02,-1.276219030061745141e-01
-8.936483152482772863e-02,6.061644613771025730e-02
-3.782312450922993737e-03,3.193023510147944741e-04
7.837353310826457309e-02,3.129113166892401581e-03
6.090469951273549259e-02,8.455523184082638921e-02
-5.803649232189679076e-03,4.865676056911598032e-03
-9.002976101873493009e-02,-4.451233284859035938e-02
2.765690953457575901e-02,-7.766302578918053701e-02
-1.722436370646609344e-02,-4.082770241118002796e-02
-7.151702636338050194e-03,-3.536615825016012349e-02
5.152955525258309799e-02,-2.282179274961987706e-02
-9.072345688548512366e-02,-7.422422835100980776e-02
5.253781728127775164e-02,-1.718958737714342336e-02
7.741645366144643547e-02,-3.231041594758934238e-02
-1.580505782514643812e-02,6.423264030948118430e-02
3.339723500059707528e-02,-3.397567761508132889e-02
-8.101412539891718681e-03,7.088942410733486965e-02
-4.450361829940265024e-02,-9.699634693771252980e-02
-1.293654677074012639e-02,-2.471775941415878600e-02
-6.221788177463432462e-02,-2.072678439080516063e-02
-3.803923258424628251e-02,-1.238792132846338592e-03
3.084927220235426579e-02,3.006294853435675582e-02
4.480055107207295967e-02,-4.737886050373370933e-02
-5.618698789032636892e-02,-6.233447244158864253e-02
8.282026377325980848e-02,5.492001450223066988e-02
-3.677755262773093475e-02,-9.961120779778823500e-03
-2.113398243483185709e-02,8.591864313688626908e-02
1.052624779904753061e-01,-4.513057184498084351e-02
2.726923408493107936e-02,-2.688603626605274438e-02
3.714737077435403129e-02,4.829159703280597182e-02
-5.419990621745988946e-02,-1.231902561101889775e-02
